grid_id,lon,lat,landcover_class,lc_pct_10,lc_pct_20,lc_pct_30,lc_pct_40,lc_pct_50,lc_pct_60,lc_pct_70,lc_pct_80,lc_pct_90,lc_pct_95,lc_pct_100,forest_pct,forest_area_km2,population_total,land_area_km2,nightlight_mean,nightlight_p90,cell_area_km2,land_fraction
-18.0_27.5,-18.0,27.5,30.0,0.767559489776578,1.396958271393372,3.7839116398046984,0.0,0.0798888448542969,0.4685245783513765,0.0,93.50315717581968,0.0,0.0,0.0,13.89188506116058,20.050544384558822,7262.787410655048,144.3327834651961,0.8279143410829269,1.3345941603183746,2735.569308314468,0.05276151586673829
-18.0_28.5,-18.0,28.5,10.0,16.64489818691805,3.023451627056475,4.37280148921761,0.0,0.3880284351295061,0.5820426526942591,0.0,74.98877760898411,0.0,0.0,0.0,67.36648030659461,457.69341428431375,86791.96136596618,679.4082341860294,0.6719890941502685,1.0343729853630066,2710.0334949958037,0.25070104684705435
-17.5_14.5,-17.5,14.5,30.0,0.2255935575029763,3.9248223687702684,23.65534865263143,5.996744375327016,7.879344729704794,1.0312848342993202,0.0,56.827712241199315,0.3867318128622451,0.0724174277026361,0.0,0.5217146458597548,6.726839125,3650407.8741091113,1289.3713409012255,6.979242131622757,22.817223739624023,2989.2268912596,0.43133940239575136
-17.5_20.5,-17.5,20.5,60.0,0.0,0.0,0.0,0.0,0.6416962350225947,5.8324256117683895,0.0,93.525878153209,0.0,0.0,0.0,0.0,0,130349.78628555045,131.52192149852937,4.954702379247452,19.36935806274414,2890.584586439235,0.04550011167829016
-17.5_21.0,-17.5,21.0,60.0,0.0,0.0,0.0,0.0,0.0,10.052102247882175,0.0,89.94789775211783,0.0,0.0,0.0,0.0,0,2701.514316070096,187.63617029436276,0.4603760501191487,0.5537459987758798,2880.9173839159057,0.06513070154039512
-17.5_28.0,-17.5,28.0,30.0,3.2638746672127765,3.3944296539012884,5.646503174278104,0.0,0.03263874667212777,1.109717386852344,0.0,86.55283637108336,0.0,0.0,0.0,23.272859798394137,86.093303125,22551.870141014457,369.9300553125,0.9102678514587191,1.4246416308663108,2722.905081947182,0.13585859373693576
-17.5_32.5,-17.5,32.5,10.0,11.24958712935921,0.03315968926120215,2.4284595958939224,0.0,0.09947906778360646,0.03315968926120215,0.0,86.15615482844086,0.0,0.0,0.0,81.09607324791006,278.0089444129902,36081.26901092319,342.8143105808823,2.645700096536873,7.7210235595703125,2599.716754139587,0.13186602349467935
-17.0_12.0,-17.0,12.0,10.0,9.85668340262056,0.24702600069748523,3.1692674744947387,0.23775387630155723,0.035289428671069316,0.3176048580396239,0.0,78.9344253220333,2.516482239038135,4.685467398103506,0.0,48.33026472017863,277.57673321887256,40407.590044526434,574.3331529963252,0.3731797054659135,0.4019167423248291,3020.7113087190346,0.1901317584830301
-17.0_12.5,-17.0,12.5,95.0,6.57805763715715,0.9892680781252572,3.2804973767396266,0.9906583871656787,0.12045131959286702,1.0348954929972667,0.0,57.0160681807553,9.71257256465254,20.277530962814303,0.0,16.205352728849082,209.8137135794117,91798.96943940532,1294.718585211029,0.3661424755486981,0.38228736408262287,3014.872685779249,0.4294438671715868
-17.0_13.0,-17.0,13.0,10.0,13.243145674602436,13.028569980936473,4.318114165922495,2.769343796115092,6.201668218350406,0.5607595016878524,0.0,55.37002907031974,1.6913986053846606,2.816970986680855,0.0,29.83908919894417,402.4271304647059,1292808.937693816,1348.6575537933827,2.0490099902196697,6.664119720458984,3008.8044615733825,0.4482370227170344
-17.0_13.5,-17.0,13.5,95.0,0.2418204793780163,1.3656640293940017,3.3843448517358787,0.08005704222850382,0.09705806228970748,0.40840510132100444,0.0,76.07131801042391,1.8075636777012585,16.543768745527718,0.0,0.4771017292499607,3.46030871617647,90683.7399489812,725.2769176955892,0.3883712227807251,0.41454135799732966,3002.5070983678775,0.2415571034252808
-17.0_14.0,-17.0,14.0,40.0,0.09690106591172502,0.8721095932055253,18.853400720741263,36.924879507007915,1.8658205240257644,4.855440076507509,0.0,29.73532708859797,4.053377920490458,2.7427435035118726,0.0,0.04594121532330995,0.9640750625,508299.7102696038,2098.4970809225447,0.917294058432046,1.1778713234009281,2995.981075883665,0.7004373618426788
-17.0_14.5,-17.0,14.5,40.0,0.16113825535926882,5.550107046354735,27.724753110916193,63.994257158961965,2.311923219833023,0.2578212085748301,0.0,0.0,0.0,0.0,0.0,0.06458448111959689,1.92218925,792785.4598282104,2976.2401379992652,1.3817694083604675,1.8792411626140622,2989.2268912596273,0.9956554809210586
-17.0_15.0,-17.0,15.0,30.0,0.5788730342700438,0.7106078166859837,47.08923131487782,22.048855870747918,0.6137067507742586,1.776519541714959,0.0,27.182205670929015,0.0,0.0,0.0,0.8174711170263341,17.681110288480394,331602.14414001355,2162.9033638274477,0.834959427804876,1.101975234697463,2982.2450590146723,0.7252601047286391
-17.0_15.5,-17.0,15.5,30.0,0.5555785513565211,0.44857142419127505,13.872140280518085,0.1460999888087099,0.06791426552178224,0.9670500833214501,0.0,83.9035525446387,0.039092861643463823,0.0,0.0,3.4998360435953466,13.83856347254902,63820.48202240303,395.4060504598038,0.4165592464471096,0.5060895681381226,2975.0361110081817,0.13290798353563799
-17.0_20.5,-17.0,20.5,60.0,0.0,0.0,0.0,0.0,0.0,35.08309687880015,0.0,64.91690312119984,0.0,0.0,0.0,0.0,0,255.51827407063485,998.6606777460769,0.38843862528537487,0.40743881893405154,2890.584586439263,0.3454874430698694
-17.0_21.0,-17.0,21.0,60.0,0.0,0.03230039621819367,0.096901188654581,0.0,0.0,93.6241551229695,0.0,6.085141311066758,0.16150198109096833,0.0,0.0,0.0,0,2120.3261067841054,2686.923331543882,0.41735725462897577,0.4032160851893977,2880.917383915946,0.9326624034916358
-17.0_21.5,-17.0,21.5,60.0,0.0,0.0,0.0,0.0,0.0,89.81960098376483,0.0,10.180399016235164,0.0,0.0,0.0,0.0,0,216.64724714587712,2573.3644611642158,0.39912875242212953,0.41112980789091463,2871.0307844158765,0.8963207483293418
-17.0_22.0,-17.0,22.0,60.0,0.0,0.0,0.0,0.0,0.0,34.72814184827019,0.0,65.27185815172982,0.0,0.0,0.0,0.0,0,322.88351349799615,974.6053439845587,0.45747637562652843,0.4049759693484146,2860.925541053756,0.34066085607582264
-17.0_28.0,-17.0,28.0,30.0,9.441342480467778,10.957814415856856,16.195672000243235,0.03230039621819367,3.0345905576441785,7.186014815115079,0.0,53.1522653344547,0.0,0.0,0.0,19.117460244638725,243.68207667450977,384584.81976469234,1274.6571644779417,3.1428751809526227,7.676191643538514,2722.905081947209,0.4681239801302242
-17.0_32.5,-17.0,32.5,10.0,11.561511843345814,0.03222765107185376,1.7564701748887201,0.0,1.3213336939460043,0.18489824909067473,0.0,85.11133073658507,0.03222765107185376,0.0,0.0,79.15209377755313,306.51237400269605,190005.51345642775,387.24480853799014,5.650447871880428,15.681310017903646,2599.716754139611,0.14895653840802772
-16.5_11.0,-16.5,11.0,10.0,10.497183796464798,0.2256249241596887,4.5042824495409,0.0,0.0,0.0,0.0,78.3148535776403,0.16116066011406335,6.296894592080231,0.0,43.96931960879396,287.9099363958337,13647.576088819578,654.7973426867654,0.3331495573701371,0.33947336787782467,3031.6979892178247,0.21598369791962774
-16.5_11.5,-16.5,11.5,10.0,12.622860899736382,0.06460529332703328,2.204560627000706,0.03230264666351664,0.0,0.03230264666351664,0.0,76.68597647100552,1.8735535064839648,6.483837909119355,0.0,55.97167442861968,390.6546665242648,15721.020616995516,697.9506518470592,0.3255457579213103,0.3394226313054145,3026.319885616139,0.23062685975939423
-16.5_12.0,-16.5,12.0,10.0,38.214157679985924,2.7373642813801218,3.9202745344935264,1.126792321850904,0.12921058665406657,0.3681234949183504,0.0,20.126702381148423,9.500018368171634,23.877356351397058,0.0,49.585242367950464,1199.3187559992625,117662.06515519269,2418.7010060365155,0.33501654972178796,0.35491810546601343,3020.7113087190496,0.8007057804746592
